"","X1","X1_6","X1_5","X1_4","X1_3","X1_2","X1_1","id","name","address","city","state","zip","county","telephone","type","owner","emergency_services","meets_criteria_for_meaningful_use_of_eh_rs","hospital_overall_rating","hospital_overall_rating_footnote","mortality_national_comparison","mortality_national_comparison_footnote","safety_of_care_national_comparison","safety_of_care_national_comparison_footnote","readmission_national_comparison","readmission_national_comparison_footnote","patient_experience_national_comparison","patient_experience_national_comparison_footnote","effectiveness_of_care_national_comparison","effectiveness_of_care_national_comparison_footnote","timeliness_of_care_national_comparison","timeliness_of_care_national_comparison_footnote","efficient_use_of_medical_imaging_national_comparison","efficient_use_of_medical_imaging_national_comparison_footnote","long","lat","overall_type","ny_metro"
"4232",4232,4232,4232,4232,4232,4232,4232,"260068","Boone Hospital Center","1600 E Broadway","Columbia","MO",65201,"Boone","(573) 815-8000","Acute Care Hospitals","Voluntary non-profit - Other",TRUE,TRUE,"5",NA,"Same as the national average",NA,"Above the national average",NA,"Above the national average",NA,"Above the national average",NA,"Same as the national average",NA,"Same as the national average",NA,"Same as the national average",NA,-92.317039,38.950669,"medicare","N"
"4233",4233,4233,4233,4233,4233,4233,4233,"151313","Woodlawn Hospital","1400 E 9th St","Rochester","IN",46975,"Fulton","(574) 223-3141","Critical Access Hospitals","Government - Local",TRUE,TRUE,"4",NA,"Same as the national average",NA,"Not Available",5,"Above the national average",NA,"Above the national average",NA,"Not Available",16,"Not Available",16,"Same as the national average",NA,-86.196973,41.061728,"medicare","N"
"4234",4234,4234,4234,4234,4234,4234,4234,"13301","Usa Health Children's & Women's Hospital","1700 Center Street","Mobile","AL",36604,"Mobile","(251) 415-1000","Childrens","Government - State",TRUE,NA,"Not Available",5,"Not Available",5,"Not Available",5,"Not Available",5,"Not Available",5,"Not Available",5,"Not Available",5,"Not Available",5,-88.076883,30.696082,"medicare","N"
"4235",4235,4235,4235,4235,4235,4235,4235,"181328","Barbourville Arh Hospital","80 Hospital Drive","Barbourville","KY",40906,"Knox","(606) 546-4175","Critical Access Hospitals","Government - Local",TRUE,NA,"4",NA,"Same as the national average",NA,"Not Available",16,"Above the national average",NA,"Not Available",16,"Not Available",5,"Same as the national average",NA,"Below the national average",NA,-83.87152,36.85231,"medicare","N"
"4236",4236,4236,4236,4236,4236,4236,4236,"50426","West Anaheim Medical Center","3033 W Orange Avenue","Anaheim","CA",92804,"Orange","(714) 827-3000","Acute Care Hospitals","Proprietary",TRUE,TRUE,"3",NA,"Same as the national average",NA,"Above the national average",NA,"Above the national average",NA,"Below the national average",NA,"Same as the national average",NA,"Below the national average",NA,"Same as the national average",NA,-117.995115,33.824735,"medicare","N"
"4237",4237,4237,4237,4237,4237,4237,4237,"34020","Haven Behavioral Hospital Of Phoenix","1201 South 7th Avenue, Suite 200","Phoenix","AZ",85007,"Maricopa","(623) 236-2000","Psychiatric","Proprietary",FALSE,NA,"Not Available",19,"Not Available",19,"Not Available",19,"Not Available",19,"Not Available",19,"Not Available",19,"Not Available",19,"Not Available",19,-112.082505,33.435485,"medicare","N"
"4238",4238,4238,4238,4238,4238,4238,4238,"454114","Cedar Crest Hospital & Rtc","3500 South Ih-35","Belton","TX",76513,"Bell","(254) 939-2100","Psychiatric","Proprietary",FALSE,NA,"Not Available",19,"Not Available",19,"Not Available",19,"Not Available",19,"Not Available",19,"Not Available",19,"Not Available",19,"Not Available",19,-97.478113,31.021886,"medicare","N"
"4239",4239,4239,4239,4239,4239,4239,4239,"280125","Faith Regional Health Services","2700 West Norfolk Ave","Norfolk","NE",68701,"Madison","(402) 371-4880","Acute Care Hospitals","Voluntary non-profit - Church",TRUE,TRUE,"3",NA,"Same as the national average",NA,"Above the national average",NA,"Below the national average",NA,"Same as the national average",NA,"Same as the national average",NA,"Above the national average",NA,"Same as the national average",NA,-97.450942,42.032526,"medicare","N"
"4240",4240,4240,4240,4240,4240,4240,4240,"420030","Colleton Medical Center","501 Robertson Boulevard","Walterboro","SC",29488,"Colleton","(843) 782-2000","Acute Care Hospitals","Proprietary",TRUE,TRUE,"3",NA,"Same as the national average",NA,"Above the national average",NA,"Same as the national average",NA,"Same as the national average",NA,"Same as the national average",NA,"Above the national average",NA,"Same as the national average",NA,-80.67088,32.921855,"medicare","N"
"4241",4241,4241,4241,4241,4241,4241,4241,"271322","Sheridan Memorial Hosptial","440 W Laurel Ave","Plentywood","MT",59254,"Sheridan","(406) 765-3700","Critical Access Hospitals","Voluntary non-profit - Private",TRUE,TRUE,"Not Available",16,"Not Available",5,"Not Available",16,"Not Available",5,"Not Available",16,"Not Available",5,"Same as the national average",NA,"Not Available",16,-104.562998,48.778677,"medicare","N"
"4242",4242,4242,4242,4242,4242,4242,4242,"54131","John Muir Behavioral Health Center","2740 Grant Street","Concord","CA",94524,"Contra Costa","(925) 674-4101","Psychiatric","Voluntary non-profit - Private",TRUE,NA,"Not Available",19,"Not Available",19,"Not Available",19,"Not Available",19,"Not Available",19,"Not Available",19,"Not Available",19,"Not Available",19,-122.038347,37.985331,"medicare","N"
"4243",4243,4243,4243,4243,4243,4243,4243,"171346","Patterson Health Center","485 N. Ks Hwy 2","Anthony","KS",67003,"Harper","(620) 842-5111","Critical Access Hospitals","Government - Hospital District or Authority",TRUE,TRUE,"3",NA,"Not Available",5,"Not Available",16,"Below the national average",NA,"Not Available",16,"Not Available",5,"Above the national average",NA,"Same as the national average",NA,-98.039323,37.156336,"medicare","N"
"4244",4244,4244,4244,4244,4244,4244,4244,"330058","Geneva General Hospital","196 -198 North Street","Geneva","NY",14456,"Ontario","(315) 787-4175","Acute Care Hospitals","Voluntary non-profit - Private",TRUE,TRUE,"1",NA,"Same as the national average",NA,"Below the national average",NA,"Below the national average",NA,"Below the national average",NA,"Same as the national average",NA,"Below the national average",NA,"Same as the national average",NA,NA,NA,"medicare","N"
"4245",4245,4245,4245,4245,4245,4245,4245,"290041","Summerlin Hospital Medical Center","657 Town Center Drive","Las Vegas","NV",89144,"Clark","(702) 233-7500","Acute Care Hospitals","Proprietary",TRUE,TRUE,"1",NA,"Same as the national average",NA,"Below the national average",NA,"Below the national average",NA,"Below the national average",NA,"Same as the national average",NA,"Same as the national average",NA,"Same as the national average",NA,-115.315776,36.179638,"medicare","N"
"4246",4246,4246,4246,4246,4246,4246,4246,"111312","Optim Medical Center - Screven","215 Mims Road","Sylvania","GA",30467,"Screven","(912) 564-7426","Critical Access Hospitals","Proprietary",TRUE,TRUE,"Not Available",16,"Not Available",5,"Not Available",16,"Not Available",5,"Not Available",16,"Same as the national average",NA,"Above the national average",NA,"Same as the national average",NA,-81.645937,32.75016,"medicare","N"
"4247",4247,4247,4247,4247,4247,4247,4247,"493302","Children's Hosp Of Richmond Of The Vcu Health Sys","2924 Brook Road","Richmond","VA",23220,"Richmond City","(804) 321-7474","Childrens","Voluntary non-profit - Private",FALSE,NA,"Not Available",19,"Not Available",19,"Not Available",19,"Not Available",19,"Not Available",19,"Not Available",19,"Not Available",19,"Not Available",19,-77.449207,37.570261,"medicare","N"
"4248",4248,4248,4248,4248,4248,4248,4248,"490023","Fauquier Hospital","500 Hospital Drive","Warrenton","VA",20186,"Fauquier","(540) 316-5000","Acute Care Hospitals","Voluntary non-profit - Private",TRUE,TRUE,"2",NA,"Same as the national average",NA,"Below the national average",NA,"Below the national average",NA,"Below the national average",NA,"Same as the national average",NA,"Same as the national average",NA,"Same as the national average",NA,-77.808306,38.714858,"medicare","N"
"4249",4249,4249,4249,4249,4249,4249,4249,"194008","Eastern La Mental Health System","4502 Highway 951","Jackson","LA",70748,"East Feliciana","(225) 634-0100","Psychiatric","Government - State",FALSE,NA,"Not Available",19,"Not Available",19,"Not Available",19,"Not Available",19,"Not Available",19,"Not Available",19,"Not Available",19,"Not Available",19,-91.209666,30.832812,"medicare","N"
"4250",4250,4250,4250,4250,4250,4250,4250,"450064","Texas Health Arlington Memorial Hospital","800 W Randol Mill Rd","Arlington","TX",76012,"Tarrant","(817) 548-6100","Acute Care Hospitals","Voluntary non-profit - Private",TRUE,TRUE,"2",NA,"Same as the national average",NA,"Above the national average",NA,"Below the national average",NA,"Same as the national average",NA,"Same as the national average",NA,"Below the national average",NA,"Same as the national average",NA,-97.116086,32.750126,"medicare","N"
"4251",4251,4251,4251,4251,4251,4251,4251,"140130","Northwestern Lake Forest Hospital","1000 N Westmoreland Road","Lake Forest","IL",60045,"Lake","(847) 234-5600","Acute Care Hospitals","Voluntary non-profit - Other",TRUE,TRUE,"3",NA,"Above the national average",NA,"Below the national average",NA,"Above the national average",NA,"Above the national average",NA,"Same as the national average",NA,"Same as the national average",NA,"Same as the national average",NA,-87.866327,42.259134,"medicare","N"
"4252",4252,4252,4252,4252,4252,4252,4252,"171363","Community Memorial Healthcare, Inc","708 N 18th Street","Marysville","KS",66508,"Marshall","(785) 562-2311","Critical Access Hospitals","Voluntary non-profit - Private",TRUE,TRUE,"5",NA,"Same as the national average",NA,"Not Available",16,"Above the national average",NA,"Above the national average",NA,"Not Available",5,"Above the national average",NA,"Same as the national average",NA,-96.635952,39.847991,"medicare","N"
"4253",4253,4253,4253,4253,4253,4253,4253,"180106","The Medical Center At Albany","723 Burkesville Road","Albany","KY",42602,"Clinton","(606) 387-6421","Acute Care Hospitals","Voluntary non-profit - Private",TRUE,TRUE,"3",NA,"Same as the national average",NA,"Not Available",5,"Below the national average",NA,"Not Available",16,"Not Available",5,"Above the national average",NA,"Not Available",5,-85.146554,36.698335,"medicare","N"
"4254",4254,4254,4254,4254,4254,4254,4254,"451328","Riceland Medical Center","538 Broadway","Winnie","TX",77665,"Chambers","(409) 296-6000","Critical Access Hospitals","Proprietary",TRUE,NA,"Not Available",19,"Not Available",19,"Not Available",19,"Not Available",19,"Not Available",19,"Not Available",19,"Not Available",19,"Not Available",19,-94.377133,29.820523,"medicare","N"
"4255",4255,4255,4255,4255,4255,4255,4255,"360046","Mccullough-Hyde Memorial Hospital","110 North Poplar Street","Oxford","OH",45056,"Butler","(513) 524-5640","Acute Care Hospitals","Voluntary non-profit - Private",TRUE,TRUE,"3",NA,"Same as the national average",NA,"Above the national average",NA,"Below the national average",NA,"Same as the national average",NA,"Same as the national average",NA,"Above the national average",NA,"Same as the national average",NA,-84.740815,39.51218,"medicare","N"
"4256",4256,4256,4256,4256,4256,4256,4256,"341329","Blue Ridge Regional Hospital","125 Hospital Dr","Spruce Pine","NC",28777,"Mitchell","(828) 765-4201","Critical Access Hospitals","Voluntary non-profit - Private",TRUE,TRUE,"4",NA,"Same as the national average",NA,"Not Available",5,"Same as the national average",NA,"Above the national average",NA,"Same as the national average",NA,"Above the national average",NA,"Same as the national average",NA,-82.064593,35.91103,"medicare","N"
"4257",4257,4257,4257,4257,4257,4257,4257,"230059","Saint Mary's Health Care","200 Jefferson Avenue Se","Grand Rapids","MI",49503,"Kent","(616) 685-5000","Acute Care Hospitals","Voluntary non-profit - Church",TRUE,TRUE,"4",NA,"Same as the national average",NA,"Same as the national average",NA,"Above the national average",NA,"Above the national average",NA,"Same as the national average",NA,"Same as the national average",NA,"Same as the national average",NA,-85.664114,42.958252,"medicare","N"
"4258",4258,4258,4258,4258,4258,4258,4258,"100275","Wellington Regional Medical Center Llc","10101 Forest Hill Blvd","Wellington","FL",33414,"Palm Beach","(561) 798-8500","Acute Care Hospitals","Proprietary",TRUE,TRUE,"1",NA,"Below the national average",NA,"Same as the national average",NA,"Below the national average",NA,"Below the national average",NA,"Same as the national average",NA,"Same as the national average",NA,"Same as the national average",NA,-80.204858,26.650806,"medicare","N"
"4259",4259,4259,4259,4259,4259,4259,4259,"171374","Fredonia Regional Hospital","1527 Madison","Fredonia","KS",66736,"Wilson","(620) 378-2121","Critical Access Hospitals","Government - Local",TRUE,TRUE,"3",NA,"Not Available",5,"Not Available",16,"Same as the national average",NA,"Not Available",16,"Not Available",5,"Above the national average",NA,"Below the national average",NA,-95.814816,37.533641,"medicare","N"
"4260",4260,4260,4260,4260,4260,4260,4260,"60004","Platte Valley Medical Center","1600 Prairie Center Pkwy","Brighton","CO",80601,"Adams","(303) 498-1601","Acute Care Hospitals","Voluntary non-profit - Private",TRUE,TRUE,"4",NA,"Same as the national average",NA,"Above the national average",NA,"Above the national average",NA,"Above the national average",NA,"Same as the national average",NA,"Same as the national average",NA,"Same as the national average",NA,-104.770924,39.965441,"medicare","N"
"4261",4261,4261,4261,4261,4261,4261,4261,"100122","North Okaloosa Medical Center","151 Redstone Ave Se","Crestview","FL",32539,"Okaloosa","(850) 689-8100","Acute Care Hospitals","Voluntary non-profit - Private",TRUE,TRUE,"3",NA,"Same as the national average",NA,"Same as the national average",NA,"Above the national average",NA,"Below the national average",NA,"Same as the national average",NA,"Same as the national average",NA,"Same as the national average",NA,-86.561842,30.736947,"medicare","N"
"4262",4262,4262,4262,4262,4262,4262,4262,"381311","Lower Umpqua Hospital District","600 Ranch Road","Reedsport","OR",97467,"Douglas","(541) 271-2171","Critical Access Hospitals","Government - Hospital District or Authority",TRUE,TRUE,"Not Available",16,"Not Available",5,"Not Available",16,"Not Available",5,"Not Available",16,"Not Available",5,"Not Available",16,"Same as the national average",NA,-124.135571,43.695324,"medicare","N"
"4263",4263,4263,4263,4263,4263,4263,4263,"500139","Capital Medical Center","3900 Capital Mall Dr Sw","Olympia","WA",98502,"Thurston","(360) 754-5858","Acute Care Hospitals","Voluntary non-profit - Private",TRUE,TRUE,"4",NA,"Same as the national average",NA,"Above the national average",NA,"Above the national average",NA,"Same as the national average",NA,"Same as the national average",NA,"Same as the national average",NA,"Not Available",5,-122.951446,47.041666,"medicare","N"
"4264",4264,4264,4264,4264,4264,4264,4264,"330102","Kenmore Mercy Hospital","2950 Elmwood Avenue","Kenmore","NY",14217,"Erie","(716) 447-6100","Acute Care Hospitals","Voluntary non-profit - Church",TRUE,TRUE,"3",NA,"Same as the national average",NA,"Same as the national average",NA,"Same as the national average",NA,"Same as the national average",NA,"Same as the national average",NA,"Below the national average",NA,"Not Available",5,-78.878678,42.9779,"medicare","N"
"4265",4265,4265,4265,4265,4265,4265,4265,"50580","La Palma Intercommunity Hospital","7901 Walker Street","La Palma","CA",90623,"Orange","(714) 670-7400","Acute Care Hospitals","Proprietary",FALSE,TRUE,"3",NA,"Above the national average",NA,"Above the national average",NA,"Same as the national average",NA,"Below the national average",NA,"Same as the national average",NA,"Same as the national average",NA,"Not Available",5,-118.03725,33.847585,"medicare","N"
